brand,model,variant,year,fuel_type,transmission,owner_count,km_driven,mileage,engine_capacity,cylinders,seating_capacity,safety_rating,city,health_score,maintenance_cost,ex_showroom_price,selling_price
BMW,X5,Legender,2014,Diesel,Automatic,1,153305,14.3,1998,4,5,5,Ahmedabad,91,High,31.38,27.29
Maruti Suzuki,Swift,Performance,2016,Electric,Manual,1,128618,22.2,0,0,5,3,Mumbai,89,Low,2.9,2.52
Mercedes-Benz,S-Class,Legender,2024,CNG,Automatic,1,28576,9.2,2993,6,5,5,Pune,68,High,96.25,83.7
Audi,Q3,ZXI,2024,Diesel,Automatic,1,28381,10.4,1998,4,5,5,Kolkata,87,High,43.47,37.8
Honda,Civic,LXI,2021,Petrol,Automatic,3,63903,20.1,1197,3,7,4,Bangalore,96,Medium,7.04,6.12
Hyundai,i20,LXI,2015,Petrol,Automatic,1,162792,23.3,1197,3,5,2,Bangalore,85,Low,2.89,2.51
Maruti Suzuki,Baleno,ZXI,2021,CNG,Manual,1,52617,30.5,1498,3,5,2,Chennai,73,Low,3.2,2.78
BMW,X5,ZXI,2022,CNG,Automatic,1,48250,13.9,1984,4,7,5,Pune,73,High,52.24,45.43
Maruti Suzuki,Ertiga,ZXI,2021,Petrol,Manual,1,70332,23.3,1197,3,7,3,Delhi,96,Low,4.06,3.53
Tata,Tiago,VXI,2013,CNG,Manual,1,156019,30.7,1497,3,7,4,Hyderabad,80,Medium,1.56,1.36
Tata,Safari,Performance,2024,Petrol,Automatic,1,16790,18.8,1197,3,7,5,Ahmedabad,89,Medium,15.08,13.11
Audi,Q5,VXI,2013,Diesel,Automatic,1,185521,13.8,1998,4,7,4,Pune,71,High,22.87,19.89
Tata,Harrier,ZXI,2018,Petrol,Automatic,1,86772,20.5,1498,3,5,5,Bangalore,92,Medium,9.63,8.37
Maruti Suzuki,Swift,LXI,2017,Electric,Automatic,1,103259,17.7,0,0,5,2,Ahmedabad,74,Low,2.94,2.56
Tata,Nexon,Luxury Line,2018,Electric,Manual,1,85561,16.9,0,0,7,5,Ahmedabad,72,Medium,4.17,3.63
BMW,X5,Legender,2019,Electric,Automatic,1,81683,426.3,0,0,5,5,Pune,93,High,58.05,50.48
Mahindra,XUV700,LXI,2025,Petrol,Automatic,2,9400,21.0,1997,4,7,5,Kolkata,79,Medium,16.16,14.05
BMW,7 Series,ZXI,2018,Diesel,Automatic,1,117867,11.4,1998,4,5,4,Ahmedabad,76,High,57.06,49.62
Toyota,Innova,VXI,2014,Petrol,Automatic,1,126124,22.4,2694,6,7,5,Pune,85,Medium,9.37,8.15
Hyundai,Grand i10,VXI,2020,CNG,Automatic,1,83574,30.3,998,3,7,2,Bangalore,74,Low,2.83,2.46
Hyundai,Alcazar,ZXI,2024,CNG,Automatic,1,21341,27.9,1498,3,7,2,Pune,90,Low,6.27,5.45
Tesla,Model S,LXI,2022,Electric,Automatic,1,48795,359.9,0,0,5,5,Pune,88,Medium,98.26,85.44
Tata,Safari,Crysta,2016,Petrol,Manual,1,126014,23.8,1498,3,7,5,Chennai,82,Medium,5.98,5.2
Tesla,Model S,ZXI,2013,Electric,Automatic,2,152244,501.9,0,0,5,5,Mumbai,97,Medium,43.24,37.6
Hyundai,Verna,Performance,2023,Diesel,Manual,1,44062,22.9,1197,3,5,2,Ahmedabad,68,Low,4.93,4.29
Toyota,Glanza,Performance,2017,Electric,Manual,1,127493,17.2,0,0,7,5,Bangalore,95,Medium,9.14,7.95
Tata,Harrier,Luxury Line,2025,CNG,Manual,1,19655,25.5,1197,3,5,5,Hyderabad,78,Medium,12.95,11.26
BMW,7 Series,Crysta,2012,Diesel,Automatic,1,143775,9.1,2998,6,7,5,Pune,92,High,38.47,33.45
Tata,Altroz,VXI,2016,CNG,Automatic,1,120516,22.1,1497,3,7,4,Delhi,95,Medium,3.63,3.16
Tata,Safari,ZXI,2022,CNG,Automatic,1,50188,26.7,1197,3,7,5,Kolkata,85,Medium,10.58,9.2
Maruti Suzuki,Ertiga,Sport,2019,Electric,Automatic,1,86197,15.3,0,0,7,3,Hyderabad,86,Low,4.2,3.65
Audi,Q5,ZXI,2022,CNG,Automatic,2,55055,14.3,2993,6,7,4,Bangalore,81,High,53.97,46.93
Tata,Tiago,Legender,2013,Diesel,Automatic,1,154480,23.0,1497,3,7,5,Ahmedabad,72,Medium,1.84,1.6
Maruti Suzuki,Ertiga,LXI,2021,Electric,Manual,1,69931,22.8,0,0,7,2,Pune,91,Low,4.46,3.88
Honda,Civic,LXI,2015,Electric,Manual,1,142581,21.4,0,0,5,4,Bangalore,85,Medium,4.22,3.67
Maruti Suzuki,Alto,Crysta,2016,Diesel,Automatic,2,114912,22.0,1197,3,5,3,Kolkata,90,Low,1.82,1.58
Mercedes-Benz,GLE,Performance,2012,Diesel,Automatic,3,148071,14.4,2993,6,5,5,Hyderabad,79,High,25.79,22.43
Mahindra,XUV700,ZXI,2013,CNG,Automatic,1,174092,22.4,2184,4,7,5,Chennai,92,Medium,5.39,4.69
Tata,Altroz,ZXI,2017,Electric,Manual,1,101588,21.5,0,0,5,4,Mumbai,97,Medium,5.04,4.38
Hyundai,Verna,Legender,2023,CNG,Manual,1,32065,22.4,998,3,5,2,Delhi,91,Low,5.16,4.49
BMW,3 Series,Crysta,2020,Diesel,Automatic,1,75192,12.8,2998,6,7,5,Pune,73,High,28.46,24.75
Hyundai,Alcazar,Crysta,2023,Petrol,Manual,1,32523,20.5,1497,3,7,4,Hyderabad,87,Low,5.8,5.04
Mahindra,XUV700,VXI,2012,Diesel,Automatic,1,205992,15.0,1997,4,7,5,Ahmedabad,74,Medium,4.69,4.08
Audi,A4,Luxury Line,2023,Diesel,Automatic,4,31679,10.8,1984,4,5,4,Bangalore,67,High,30.49,26.51
Tata,Tiago,VXI,2017,Petrol,Manual,1,118299,16.2,1197,3,7,5,Ahmedabad,82,Medium,2.43,2.11
Tata,Safari,VXI,2014,Electric,Automatic,1,132750,18.5,0,0,7,5,Kolkata,75,Medium,5.74,4.99
Honda,City,ZXI,2025,Petrol,Automatic,2,7611,19.3,1498,3,5,4,Chennai,66,Medium,8.43,7.33
Mercedes-Benz,GLE,Sport,2013,Petrol,Automatic,1,176017,10.9,2993,6,7,5,Delhi,92,High,30.68,26.68
Mercedes-Benz,GLA,Performance,2022,Petrol,Automatic,1,50043,9.9,1984,4,7,5,Delhi,96,High,44.26,38.49
Toyota,Glanza,Legender,2016,Diesel,Automatic,1,107425,17.1,1498,3,7,5,Ahmedabad,70,Medium,6.66,5.79
Mercedes-Benz,GLA,Sport,2013,Petrol,Automatic,1,178253,12.3,1998,4,5,5,Pune,97,High,17.42,15.15
Mercedes-Benz,GLA,VXI,2017,Electric,Automatic,1,92648,474.0,0,0,7,5,Chennai,93,High,31.69,27.56
Hyundai,Tucson,Crysta,2015,CNG,Automatic,1,110779,25.4,998,3,5,4,Ahmedabad,73,Low,2.25,1.96
Hyundai,Verna,VXI,2021,Petrol,Automatic,1,56092,22.4,1197,3,7,2,Kolkata,67,Low,4.19,3.64
Mercedes-Benz,GLE,ZXI,2022,Diesel,Automatic,1,62568,13.4,1984,4,7,5,Bangalore,76,High,79.53,69.16
Hyundai,Grand i10,Legender,2022,CNG,Automatic,1,64607,27.5,1197,3,7,2,Chennai,83,Low,3.44,2.99
Honda,Civic,ZXI,2018,CNG,Automatic,2,122873,30.4,1197,3,5,4,Pune,87,Medium,4.19,3.64
Honda,WR-V,VXI,2020,CNG,Automatic,1,72730,30.5,1498,3,7,5,Kolkata,65,Medium,4.61,4.01
Maruti Suzuki,Alto,Luxury Line,2014,Diesel,Automatic,2,121135,16.4,1497,3,5,3,Bangalore,68,Low,1.46,1.27
Toyota,Corolla Altis,Crysta,2012,Petrol,Manual,2,183547,20.1,1197,3,7,5,Mumbai,89,Medium,4.22,3.67
BMW,X1,Sport,2020,CNG,Automatic,1,57852,13.7,1984,4,5,5,Chennai,77,High,25.85,22.48
Mahindra,Bolero,Performance,2014,Diesel,Manual,1,125383,18.9,1497,3,5,4,Pune,65,Medium,3.52,3.06
Mercedes-Benz,E-Class,Sport,2012,Petrol,Automatic,1,157911,12.4,2998,6,5,5,Chennai,98,High,30.88,26.85
Honda,WR-V,Luxury Line,2013,Electric,Automatic,1,181405,17.0,0,0,5,4,Chennai,88,Medium,3.61,3.14
Toyota,Corolla Altis,VXI,2020,Petrol,Manual,1,87536,19.0,1197,3,5,5,Chennai,89,Medium,9.66,8.4
BMW,X1,LXI,2020,CNG,Automatic,1,69300,10.8,2993,6,7,5,Delhi,75,High,24.55,21.35
Hyundai,Creta,Legender,2022,Petrol,Manual,1,48934,21.3,1498,3,5,3,Bangalore,66,Low,4.62,4.02
Tata,Nexon,Crysta,2013,Diesel,Automatic,1,133689,20.2,1197,3,7,5,Ahmedabad,90,Medium,3.12,2.71
Tata,Nexon,Luxury Line,2018,Petrol,Manual,2,91514,20.3,998,3,7,5,Delhi,83,Medium,3.78,3.29
Tesla,Model 3,Luxury Line,2016,Electric,Automatic,1,137099,456.7,0,0,5,5,Pune,74,Medium,26.33,22.9
Tata,Nexon,Crysta,2020,Petrol,Manual,1,84598,20.4,998,3,7,4,Chennai,78,Medium,4.75,4.13
Audi,A6,VXI,2014,CNG,Automatic,1,136701,13.0,1998,4,7,5,Delhi,83,High,24.79,21.56
Mahindra,Thar,Legender,2015,CNG,Automatic,1,165298,27.9,1997,4,7,5,Hyderabad,85,Medium,5.0,4.35
Mercedes-Benz,GLA,Luxury Line,2021,Diesel,Automatic,2,67091,14.8,2993,6,5,5,Hyderabad,92,High,40.48,35.2
Tata,Harrier,ZXI,2022,Electric,Automatic,1,53727,17.7,0,0,5,4,Delhi,82,Medium,13.71,11.92
Audi,A6,Performance,2016,Petrol,Automatic,2,102495,12.5,2993,6,5,5,Ahmedabad,74,High,28.66,24.92
BMW,5 Series,ZXI,2024,Diesel,Automatic,1,29427,9.5,2998,6,5,5,Bangalore,97,High,100.37,87.28
Mercedes-Benz,E-Class,LXI,2014,Diesel,Automatic,3,179938,9.2,1984,4,5,4,Chennai,79,High,28.49,24.77
Toyota,Corolla Altis,ZXI,2024,Electric,Automatic,2,27276,15.4,0,0,7,4,Pune,81,Medium,15.94,13.86
BMW,X5,Legender,2017,CNG,Automatic,3,129601,10.3,1984,4,7,5,Chennai,96,High,32.6,28.35
Tesla,Model 3,VXI,2020,Electric,Automatic,1,69035,478.7,0,0,5,4,Bangalore,88,Medium,49.66,43.18
Toyota,Camry,ZXI,2024,Electric,Automatic,1,22266,20.3,0,0,7,4,Mumbai,73,Medium,38.5,33.48
Honda,WR-V,Sport,2012,Petrol,Manual,1,203038,16.6,1498,3,5,5,Pune,70,Medium,2.09,1.82
Mercedes-Benz,S-Class,VXI,2019,Diesel,Automatic,1,95409,13.8,2993,6,7,4,Chennai,94,High,88.2,76.7
Toyota,Camry,LXI,2018,Petrol,Manual,1,85442,23.2,1498,3,5,5,Bangalore,95,Medium,20.15,17.52
Audi,Q7,Crysta,2024,Electric,Automatic,2,18450,457.9,0,0,5,5,Kolkata,98,High,84.88,73.81
Tata,Nexon,VXI,2023,Diesel,Automatic,2,45048,18.4,998,3,7,4,Ahmedabad,79,Medium,6.92,6.02
Mahindra,XUV300,Crysta,2020,Diesel,Manual,2,79305,22.1,998,3,5,5,Hyderabad,85,Medium,7.12,6.19
Tata,Nexon,Crysta,2014,CNG,Automatic,2,166470,25.8,1497,3,7,5,Kolkata,78,Medium,2.27,1.97
Audi,Q7,Legender,2019,Electric,Automatic,4,81313,465.5,0,0,7,5,Delhi,79,High,39.74,34.56
Honda,City,VXI,2015,CNG,Manual,1,157366,30.7,998,3,5,5,Ahmedabad,92,Medium,3.02,2.63
Hyundai,Verna,Legender,2015,Petrol,Automatic,3,139718,18.6,1497,3,5,4,Bangalore,96,Low,2.78,2.42
Maruti Suzuki,Baleno,LXI,2025,CNG,Manual,1,15762,27.4,1197,3,5,3,Chennai,80,Low,4.96,4.31
Honda,City,Performance,2016,Electric,Automatic,1,133505,19.7,0,0,5,5,Pune,87,Medium,4.8,4.17
Mahindra,XUV700,Luxury Line,2021,Electric,Automatic,1,60415,18.7,0,0,7,4,Delhi,97,Medium,16.0,13.91
Tata,Nexon,LXI,2024,CNG,Automatic,3,27630,27.1,1197,3,7,5,Ahmedabad,94,Medium,6.64,5.77
Mercedes-Benz,C-Class,Luxury Line,2016,Diesel,Automatic,2,106799,11.5,2998,6,5,5,Pune,80,High,21.98,19.11
Hyundai,Grand i10,Sport,2022,Diesel,Automatic,1,47449,17.0,1497,3,5,4,Hyderabad,96,Low,4.73,4.11
Toyota,Innova,VXI,2025,Diesel,Manual,1,9348,17.2,2393,4,7,5,Delhi,72,Medium,24.0,20.87
Mercedes-Benz,S-Class,Sport,2012,Electric,Automatic,1,197782,448.5,0,0,7,5,Pune,90,High,42.53,36.98
Tesla,Model 3,Legender,2012,Electric,Automatic,1,202217,428.7,0,0,5,5,Delhi,98,Medium,20.7,18.0
Tata,Tiago,Luxury Line,2012,Electric,Manual,1,139796,20.5,0,0,7,4,Pune,80,Medium,1.79,1.56
Mercedes-Benz,S-Class,Legender,2017,Electric,Automatic,1,114986,490.1,0,0,7,5,Kolkata,82,High,66.56,57.88
Honda,WR-V,LXI,2014,Petrol,Automatic,2,175348,20.0,1498,3,5,3,Bangalore,95,Medium,3.61,3.14
Honda,Jazz,Sport,2019,CNG,Automatic,1,81177,27.1,998,3,7,3,Bangalore,68,Medium,4.91,4.27
Mahindra,Bolero,Performance,2025,Petrol,Automatic,2,15319,17.3,1497,3,7,5,Kolkata,72,Medium,10.1,8.78
Tesla,Model 3,Crysta,2021,Electric,Automatic,1,77406,484.6,0,0,7,5,Ahmedabad,70,Medium,41.08,35.72
Tesla,Model Y,ZXI,2019,Electric,Automatic,1,76047,464.3,0,0,5,5,Delhi,70,Medium,64.69,56.25
Tata,Harrier,ZXI,2017,CNG,Automatic,1,113128,26.0,1497,3,7,5,Bangalore,66,Medium,6.26,5.44
Toyota,Glanza,VXI,2023,Diesel,Automatic,1,30415,15.6,1498,3,5,4,Kolkata,98,Medium,16.19,14.08
Hyundai,Verna,ZXI,2021,Electric,Automatic,1,52741,21.6,0,0,7,3,Bangalore,98,Low,6.99,6.08
Maruti Suzuki,Swift,Legender,2022,Electric,Automatic,3,52020,19.9,0,0,5,3,Bangalore,76,Low,4.7,4.09
Tesla,Model Y,Luxury Line,2020,Electric,Automatic,1,86305,510.9,0,0,5,5,Chennai,91,Medium,83.46,72.57
Honda,Amaze,Sport,2012,Diesel,Automatic,1,143574,19.8,1498,3,7,4,Kolkata,83,Medium,2.99,2.6
Maruti Suzuki,Dzire,VXI,2017,Electric,Automatic,1,105641,21.4,0,0,7,4,Hyderabad,81,Low,3.32,2.89
BMW,5 Series,Luxury Line,2020,CNG,Automatic,1,73026,9.4,2993,6,7,4,Ahmedabad,93,High,48.92,42.54
Tesla,Model Y,ZXI,2015,Electric,Automatic,3,134203,354.4,0,0,5,5,Pune,82,Medium,40.15,34.91
Mercedes-Benz,C-Class,VXI,2015,Petrol,Automatic,1,115586,11.5,1984,4,7,5,Mumbai,86,High,22.55,19.61
Honda,City,Crysta,2016,Electric,Manual,1,128309,22.6,0,0,7,5,Delhi,80,Medium,4.13,3.59
Mercedes-Benz,E-Class,ZXI,2023,Electric,Automatic,1,29085,546.4,0,0,7,5,Pune,85,High,93.43,81.24
Maruti Suzuki,Ertiga,Sport,2020,CNG,Automatic,1,82603,23.8,998,3,7,4,Hyderabad,72,Low,3.21,2.79
BMW,X1,VXI,2012,Petrol,Automatic,2,158717,9.1,1998,4,7,5,Bangalore,88,High,13.89,12.08
Toyota,Innova,Sport,2019,Petrol,Manual,1,75780,16.4,2393,4,7,5,Bangalore,96,Medium,16.25,14.13
Tata,Punch,Luxury Line,2024,Diesel,Manual,1,27877,18.2,1197,3,7,5,Ahmedabad,93,Medium,8.2,7.13
Audi,Q5,Luxury Line,2015,CNG,Automatic,2,159119,10.7,2993,6,5,5,Ahmedabad,83,High,23.52,20.45
Audi,Q3,VXI,2019,Electric,Automatic,2,73324,473.9,0,0,7,5,Hyderabad,85,High,28.63,24.9
Audi,Q5,ZXI,2015,Diesel,Automatic,1,160374,12.8,1998,4,5,5,Delhi,67,High,27.4,23.83
Honda,City,Performance,2015,Diesel,Manual,1,122588,20.8,1498,3,7,4,Pune,68,Medium,3.22,2.8
Toyota,Corolla Altis,LXI,2023,Diesel,Automatic,3,26954,22.5,1498,3,5,5,Kolkata,88,Medium,13.02,11.32
Tesla,Model Y,Sport,2020,Electric,Automatic,3,58151,542.1,0,0,5,4,Hyderabad,89,Medium,74.86,65.1
Toyota,Corolla Altis,ZXI,2022,Diesel,Automatic,2,52487,21.9,1497,3,7,5,Kolkata,71,Medium,10.96,9.53
Honda,WR-V,Sport,2018,Diesel,Automatic,3,113601,23.1,1497,3,7,4,Kolkata,85,Medium,4.5,3.91
Tesla,Model S,LXI,2015,Electric,Automatic,3,147807,439.5,0,0,5,5,Mumbai,83,Medium,42.94,37.34
Audi,A6,ZXI,2016,Diesel,Automatic,2,100450,9.1,2998,6,5,4,Ahmedabad,87,High,34.37,29.89
Honda,Amaze,ZXI,2017,Diesel,Automatic,2,132014,15.8,1498,3,5,5,Chennai,95,Medium,4.98,4.33
Mercedes-Benz,S-Class,Crysta,2025,Petrol,Automatic,1,19871,13.9,1984,4,5,5,Chennai,87,High,141.12,122.71
BMW,3 Series,Performance,2025,Diesel,Automatic,1,17622,12.8,1998,4,7,5,Chennai,74,High,48.31,42.01
Audi,A6,Legender,2014,Electric,Automatic,1,126392,408.0,0,0,7,4,Chennai,70,High,29.53,25.68
Tesla,Model S,Sport,2012,Electric,Automatic,1,204400,436.9,0,0,5,5,Bangalore,95,Medium,39.7,34.52
Mercedes-Benz,GLE,Performance,2022,Diesel,Automatic,1,56932,13.7,2998,6,5,4,Kolkata,92,High,79.52,69.15
Tata,Harrier,Performance,2017,Petrol,Automatic,1,120128,18.1,1498,3,5,5,Hyderabad,77,Medium,7.19,6.25
Honda,City,Sport,2013,Diesel,Automatic,1,134780,21.2,998,3,7,4,Mumbai,86,Medium,3.76,3.27
Audi,A6,ZXI,2015,CNG,Automatic,1,162809,15.0,1998,4,7,5,Mumbai,81,High,27.37,23.8
Maruti Suzuki,Breza,Crysta,2015,Electric,Manual,1,130311,20.9,0,0,7,4,Mumbai,83,Low,2.54,2.21
Toyota,Camry,Sport,2020,Electric,Manual,1,65058,19.5,0,0,7,5,Mumbai,67,Medium,22.16,19.27
Audi,Q3,Luxury Line,2017,Diesel,Automatic,1,127562,11.1,2998,6,5,5,Pune,68,High,18.84,16.38
BMW,3 Series,Sport,2020,Diesel,Automatic,2,72465,12.9,1998,4,7,5,Hyderabad,91,High,32.12,27.93
Tesla,Model 3,Luxury Line,2018,Electric,Automatic,1,105390,391.4,0,0,5,5,Hyderabad,73,Medium,33.92,29.5
Audi,A6,Performance,2018,Diesel,Automatic,1,93766,12.2,1998,4,5,5,Bangalore,66,High,41.86,36.4
BMW,X5,Performance,2016,Diesel,Automatic,1,135775,10.1,2998,6,5,5,Hyderabad,66,High,33.45,29.09
Hyundai,Tucson,LXI,2024,Electric,Automatic,1,25004,18.5,0,0,7,2,Hyderabad,79,Low,7.7,6.7
BMW,3 Series,Crysta,2016,Diesel,Automatic,1,132476,14.6,1984,4,7,5,Ahmedabad,80,High,19.54,16.99
BMW,3 Series,Crysta,2021,Electric,Automatic,1,65706,440.3,0,0,5,5,Hyderabad,98,High,42.38,36.85
Maruti Suzuki,Dzire,ZXI,2018,Diesel,Automatic,1,109631,23.0,1497,3,7,2,Pune,68,Low,2.89,2.51
Mercedes-Benz,GLE,VXI,2013,Diesel,Automatic,1,180167,10.9,1998,4,5,5,Hyderabad,94,High,34.76,30.23
Mahindra,Scorpio,ZXI,2023,Petrol,Manual,2,31053,20.7,1997,4,7,5,Kolkata,97,Medium,13.58,11.81
BMW,7 Series,ZXI,2018,CNG,Automatic,1,80671,9.9,1998,4,7,5,Ahmedabad,83,High,52.87,45.97
Hyundai,Creta,Crysta,2015,Petrol,Automatic,1,109454,19.5,998,3,7,2,Ahmedabad,94,Low,2.96,2.57
Mercedes-Benz,C-Class,LXI,2021,Diesel,Automatic,1,69687,12.3,2993,6,5,4,Mumbai,87,High,43.04,37.43
Honda,City,Legender,2022,CNG,Automatic,3,63824,22.4,1498,3,5,3,Pune,76,Medium,5.37,4.67
Tesla,Model Y,Legender,2012,Electric,Automatic,2,150571,514.1,0,0,5,5,Delhi,83,Medium,33.61,29.23
Honda,City,Luxury Line,2023,Electric,Manual,1,37137,20.5,0,0,5,4,Delhi,95,Medium,9.35,8.13
BMW,7 Series,Luxury Line,2025,CNG,Automatic,3,10185,12.7,1984,4,7,5,Bangalore,79,High,97.31,84.62
Toyota,Fortuner,LXI,2013,Petrol,Automatic,2,135164,24.0,2755,6,7,4,Chennai,78,Medium,10.63,9.24
Toyota,Glanza,Sport,2016,CNG,Automatic,2,105592,23.0,1497,3,7,5,Mumbai,76,Medium,6.01,5.23
Tata,Safari,Luxury Line,2022,Petrol,Manual,1,58470,20.6,1497,3,7,5,Kolkata,68,Medium,9.05,7.87
Tesla,Model S,ZXI,2022,Electric,Automatic,1,54432,416.3,0,0,5,5,Chennai,69,Medium,86.43,75.16
Mahindra,Thar,VXI,2017,Diesel,Automatic,1,121410,16.1,2184,4,7,5,Pune,91,Medium,7.52,6.54
Mercedes-Benz,E-Class,LXI,2017,Diesel,Automatic,1,123276,11.2,1998,4,5,5,Ahmedabad,97,High,50.19,43.64
Mercedes-Benz,S-Class,LXI,2014,Electric,Automatic,2,139268,378.7,0,0,5,5,Bangalore,78,High,51.37,44.67
Mercedes-Benz,GLE,Luxury Line,2023,Petrol,Automatic,3,39734,13.1,1998,4,7,5,Mumbai,71,High,66.72,58.02
Maruti Suzuki,Dzire,ZXI,2024,CNG,Manual,1,23552,24.5,1497,3,7,3,Pune,74,Low,4.17,3.63
Mahindra,Thar,ZXI,2012,Petrol,Manual,1,207598,19.9,2184,4,5,5,Pune,80,Medium,3.31,2.88
Hyundai,Verna,Crysta,2021,Electric,Manual,1,67726,19.2,0,0,5,2,Mumbai,70,Low,4.85,4.22
BMW,5 Series,VXI,2023,Electric,Automatic,1,49360,513.5,0,0,5,5,Ahmedabad,73,High,70.97,61.71
Mercedes-Benz,C-Class,Performance,2019,Electric,Automatic,3,90419,378.7,0,0,7,5,Kolkata,76,High,26.68,23.2
Tata,Altroz,VXI,2019,Electric,Manual,1,67799,19.2,0,0,5,4,Chennai,73,Medium,4.93,4.29
BMW,3 Series,Performance,2017,CNG,Automatic,1,127157,11.5,2993,6,5,5,Kolkata,69,High,16.12,14.02
Toyota,Corolla Altis,VXI,2018,CNG,Manual,1,112821,28.0,1498,3,5,5,Ahmedabad,85,Medium,6.55,5.7
Mercedes-Benz,E-Class,ZXI,2016,Petrol,Automatic,1,129380,12.9,1998,4,5,4,Bangalore,65,High,37.14,32.3
Honda,Jazz,Performance,2020,Electric,Manual,1,75711,22.9,0,0,7,4,Pune,92,Medium,6.72,5.84
Hyundai,Alcazar,Luxury Line,2012,Diesel,Automatic,1,200156,23.1,998,3,7,2,Chennai,72,Low,1.93,1.68
Maruti Suzuki,Baleno,Performance,2018,CNG,Automatic,1,120131,25.9,1197,3,5,3,Hyderabad,89,Low,2.94,2.56
BMW,5 Series,ZXI,2016,Petrol,Automatic,1,107480,9.9,1984,4,7,5,Bangalore,70,High,35.01,30.44
BMW,X5,LXI,2024,Diesel,Automatic,1,31876,12.3,1984,4,7,5,Bangalore,92,High,96.59,83.99
Tesla,Model Y,Performance,2025,Electric,Automatic,1,16975,459.2,0,0,5,5,Mumbai,95,Medium,149.49,129.99
Hyundai,Alcazar,LXI,2019,CNG,Automatic,1,71912,26.7,998,3,7,2,Delhi,84,Low,3.74,3.25
Tata,Punch,ZXI,2024,Electric,Automatic,1,22857,18.0,0,0,7,5,Pune,83,Medium,9.34,8.12
Maruti Suzuki,Ertiga,Luxury Line,2021,CNG,Manual,1,66685,27.2,998,3,7,3,Pune,66,Low,2.88,2.5
Mercedes-Benz,C-Class,Legender,2014,CNG,Automatic,1,165951,10.7,2998,6,5,5,Bangalore,74,High,16.1,14.0
Tata,Harrier,Sport,2016,Diesel,Manual,1,122284,15.8,1197,3,5,5,Kolkata,89,Medium,6.43,5.59
Mercedes-Benz,E-Class,Sport,2015,Petrol,Automatic,2,162705,9.7,2993,6,7,5,Pune,95,High,34.78,30.24
BMW,X5,Performance,2019,Electric,Automatic,1,82435,509.5,0,0,7,5,Mumbai,71,High,52.92,46.02
BMW,7 Series,Performance,2022,CNG,Automatic,2,49420,10.5,1984,4,7,5,Hyderabad,77,High,73.21,63.66
Honda,Amaze,Sport,2020,Petrol,Manual,1,55654,19.7,1498,3,7,4,Pune,81,Medium,5.52,4.8
Maruti Suzuki,Swift,ZXI,2021,Diesel,Manual,2,49696,16.1,1197,3,5,3,Bangalore,72,Low,3.81,3.31
Mahindra,Scorpio,LXI,2019,CNG,Automatic,1,76769,28.0,2184,4,7,4,Delhi,82,Medium,9.29,8.08
BMW,X5,ZXI,2017,CNG,Automatic,1,93658,12.0,2993,6,7,4,Ahmedabad,71,High,31.25,27.17
Audi,Q5,LXI,2015,CNG,Automatic,1,121804,9.4,2998,6,7,4,Ahmedabad,74,High,24.84,21.6
Maruti Suzuki,Ertiga,Sport,2018,CNG,Automatic,1,94939,26.6,1498,3,7,3,Kolkata,69,Low,2.4,2.09
Maruti Suzuki,Alto,Legender,2023,CNG,Automatic,1,38832,25.6,998,3,5,2,Chennai,70,Low,2.94,2.56
Mahindra,XUV700,VXI,2014,Electric,Automatic,1,170148,18.5,0,0,7,4,Chennai,96,Medium,7.76,6.75
Mercedes-Benz,E-Class,LXI,2014,Petrol,Automatic,1,121667,9.4,2998,6,7,5,Ahmedabad,66,High,28.46,24.75
Tata,Nexon,LXI,2017,Petrol,Manual,2,94793,21.0,1498,3,5,5,Hyderabad,69,Medium,3.22,2.8
Honda,Jazz,ZXI,2022,Petrol,Manual,2,43344,16.2,1197,3,5,5,Delhi,94,Medium,6.85,5.96
Tesla,Model 3,Performance,2025,Electric,Automatic,1,18393,509.8,0,0,5,4,Hyderabad,92,Medium,78.83,68.55
BMW,X1,ZXI,2013,Diesel,Automatic,2,195277,13.8,1998,4,5,5,Delhi,82,High,13.5,11.74
BMW,5 Series,LXI,2023,Diesel,Automatic,1,43157,12.5,2993,6,5,5,Kolkata,75,High,67.57,58.76
Mercedes-Benz,C-Class,Legender,2012,Petrol,Automatic,1,138765,13.8,1984,4,5,4,Pune,98,High,17.11,14.88
BMW,5 Series,VXI,2014,Diesel,Automatic,1,128465,9.5,2998,6,7,5,Hyderabad,77,High,31.38,27.29
Audi,A4,Legender,2021,Diesel,Automatic,2,68662,13.0,2998,6,5,4,Bangalore,95,High,36.08,31.37
Honda,Civic,ZXI,2022,CNG,Automatic,1,37297,24.3,1498,3,5,3,Mumbai,76,Medium,6.99,6.08
Maruti Suzuki,Alto,VXI,2020,Diesel,Automatic,1,61860,17.9,1197,3,5,3,Chennai,79,Low,2.88,2.5
Tata,Harrier,Legender,2013,Diesel,Automatic,2,157005,15.7,1498,3,5,5,Bangalore,78,Medium,5.19,4.51
Honda,Jazz,ZXI,2017,Diesel,Automatic,3,102552,16.8,1197,3,5,4,Mumbai,82,Medium,4.58,3.98
Hyundai,Grand i10,Legender,2019,CNG,Manual,2,91786,27.4,1197,3,5,2,Ahmedabad,78,Low,1.95,1.7
Mercedes-Benz,GLA,Legender,2012,Diesel,Automatic,1,188139,10.3,2993,6,5,5,Mumbai,67,High,14.62,12.71
